4146083	-3926	0.983	-0.015	0.025
66719	4145411	-3839	-0.460	-0.061	-0.870
66737	4145539	-3839	-0.439	-0.047	-0.835
66758	4145539	-3839	-0.415	-0.025	-0.713
66776	4145416	-3839	-0.474	-0.033	-0.808
66785	4145416	-3839	-0.458	-0.069	-0.895
66843	4145720	-3839	-0.444	0.021	-0.941
66864	4145720	-3839	-0.345	0.019	-0.881
66881	4145720	-3840	-0.238	-0.007	-0.763
66902	4145554	-3840	-0.600	-0.062	-0.959
66923	4145751	-3837	-0.333	0.011	-1.015
66940	4145751	-3837	-0.348	0.045	-0.569
66962	4145751	-3837	-0.539	-0.004	-0.851
66983	4145714	-3837	-0.531	-0.027	-0.888
67001	4145714	-3840	-0.485	-0.060	-0.778
67024	4145597	-3840	-0.438	0.000	-0.927
67046	4145689	-3837	-0.451	-0.010	-0.727
67067	4145689	-3837	-0.517	0.013	-0.848
67081	4145689	-3837	-0.563	-0.046	-0.923
67092	4145711	-3836	-0.554	-0.093	-0.901
67103	4145711	-3836	-0.462	-0.107	-1.105
67131	4145592	-3838	-0.404	-0.093	-0.805
67151	4145592	-3838	-0.393	-0.086	-0.880
67174	4145563	-3837	-0.384	-0.097	-0.884
67193	4145563	-3837	-0.355	-0.067	-0.860
67213	4145710	-3837	-0.362	-0.016	-0.866
67235	4145710	-3837	-0.385	0.234	-1.018
67252	4145457	-3838	-0.369	0.133	-0.812
67273	4145457	-3838	-0.458	0.071	-0.846
67292	4145585	-3837	-0.470	0.093	-0.841
67313	4145585	-3837	-0.508	0.061	-0.851
67331	4145689	-3836	-0.519	0.053	-0.856
67350	4145689	-3836	-0.539	0.014	-0.854
67368	4145689	-3836	-0.512	-0.072	-0.959
67380	4145626	-3836	-0.477	-0.065	-0.902
67391	4145626	-3836	-0.515	-0.076	-0.842
67415	4145579	-3837	-0.493	-0.099	-0.847
67455	4145691	-3836	-0.471	-0.122	-0.856
67470	4145691	-3836	-0.442	-0.112	-0.864
67488	4145691	-3836	-0.438	-0.078	-0.739
67509	4145506	-3836	-0.432	-0.036	-1.057
67527	4145506	-3836	-0.453	-0.033	-0.823
67542	4145492	-3836	-0.412	-0.015	-0.776
67555	4145492	-3836	-0.334	-0.001	-0.770
67564	4145492	-3835	-0.400	0.082	-0.834
67592	4145790	-3835	-0.422	0.012	-0.719
67615	4145676	-3836	-0.328	0.093	-0.989
67634	4145676	-3836	-0.463	0.002	-1.035
67656	4145570	-3836	-0.353	-0.016	-1.238
67672	4145570	-3836	-0.490	-0.049	-0.953
67686	4145570	-3836	-0.573	-0.023	-0.957
67697	4145357	-3835	-0.536	-0.087	-0.952
67705	4145357	-3835	-0.566	-0.032	-0.747
67744	4145843	-3832	-0.582	-0.052	-0.879
67770	4145843	-3834	-0.526	-0.060	-0.556
67794	4145543	-3834	-0.523	-0.039	-0.896
67810	4145543	-3834	-0.508	-0.030	-0.867
67831	4145481	-3836	-0.485	-0.028	-0.849
67851	4145481	-3836	-0.428	-0.053	-0.879
67873	4145618	-3833	-0.332	-0.082	-0.735
67894	4145618	-3833	-0.335	-0.047	-0.896
67910	4145562	-3834	-0.384	-0.065	-0.992
67922	4145562	-3834	-0.345	-0.021	-0.905
67934	4145562	-3834	-0.359	-0.033	-1.095
67952	4145450	-3836	-0.392	-0.029	-0.864
67968	4145450	-3836	-0.371	-0.021	-0.803
67980	4145663	-3835	-0.255	0.061	-0.756
68020	4145810	-3834	-0.464	-0.002	-0.836
68048	4145810	-3834	-0.530	0.014	-0.826
68056	4145810	-3834	-0.529	0.028	-0.864
68085	4145635	-3833	-0.515	0.026	-0.854
68104	4145789	-3832	-0.521	0.007	-0.857
68115	4145789	-3832	-0.487	-0.005	-0.842
68140	4145789	-3834	-0.476	-0.033	-0.865
68160	4145780	-3834	-0.443	-0.048	-0.862
68183	4145654	-3834	-0.426	-0.074	-0.543
68203	4145654	-3834	-0.466	-0.073	-1.199
68222	4145654	-3835	-0.428	-0.068	-0.944
68242	4145618	-3835	-0.391	-0.065	-0.761
68262	4145618	-3833	-0.377	-0.033	-0.797
68272	4145703	-3833	-0.394	0.005	-0.795
68319	4145835	-3832	-0.438	0.018	-0.803
68333	4145835	-3832	-0.334	0.031	-0.933
68343	4145835	-3831	-0.411	0.046	-0.980
68355	4145507	-3831	-0.469	0.044	-0.890
68361	4145507	-3831	-0.473	-0.062	-0.869
68401	4145674	-3834	-0.655	0.003	-0.984
68427	4145498	-3834	-0.594	-0.003	-0.787
68445	4145498	-3834	-0.515	0.011	-0.765
68466	4145498	-3833	-0.539	-0.001	-0.653
68487	4145647	-3833	-0.496	-0.061	-0.913
68512	4145544	-3832	-0.470	-0.073	-0.827
68533	4145544	-3832	-0.437	-0.084	-0.829
68554	4145500	-3834	-0.381	-0.056	-0.899
68572	4145500	-3834	-0.439	-0.065	-0.878
68584	4145500	-3834	-0.396	-0.089	-0.867
68600	4145562	-3833	-0.381	-0.087	-0.949
68625	4145562	-3832	-0.410	-0.021	-0.824
68648	4145387	-3832	-0.001	0.160	-0.899
68667	4145387	-3830	-0.399	0.049	-0.892
68688	4145628	-3830	-0.460	0.015	-0.850
68709	4145628	-3831	-0.511	-0.006	-0.855
68729	4145664	-3831	-0.597	-0.029	-0.866
68746	4145664	-3831	-0.473	-0.006	-0.929
68759	4145635	-3832	-0.480	0.011	-0.869
68778	4145635	-3832	-0.489	-0.039	-0.881
68803	4145484	-3832	-0.468	-0.055	-0.858
68825	4145484	-3832	-0.443	-0.059	-0.854
68837	4145520	-3830	-0.436	-0.059	-0.852
68846	4145520	-3830	-0.425	-0.055	-0.865
68857	4145520	-3830	-0.429	-0.058	-0.861
68942	4145903	-3828	-0.401	-0.014	-0.918
68962	4145663	-3831	-0.441	0.032	-0.710
68967	4145663	-3831	-0.323	0.038	-0.881
69016	4145648	-3830	-0.410	-0.007	-0.979
69038	4145595	-3828	-0.529	-0.050	-0.953
69059	4145595	-3828	-0.519	0.008	-0.843
69079	4145547	-3830	-0.461	0.047	-0.825
69098	4145547	-3830	-0.474	-0.062	-0.905
69120	4145685	-3828	-0.485	-0.052	-0.687
69140	4145685	-3828	-0.485	0.006	-0.897
69159	4145343	-3830	-0.502	0.012	-0.859
69175	4145343	-3830	-0.479	0.008	-0.878
69186	4145343	-3830	-0.458	-0.022	-0.855
69194	4145343	-3830	-0.473	-0.032	-0.824
69286	4145677	-3827	-0.416	-0.045	-0.862
69308	4145677	-3827	-0.377	-0.048	-0.877
69329	4145508	-3831	-0.351	-0.023	-0.877
69348	4145508	-3831	-0.207	0.100	-1.115
69368	4145642	-3827	-0.512	-0.108	-0.853
69385	4145642	-3827	-0.420	-0.017	-0.866
69403	4145581	-3827	-0.489	0.010	-0.845
69420	4145581	-3827	-0.490	0.052	-0.903
69437	4145581	-3827	-0.591	-0.012	-0.848
69449	4145449	-3829	-0.542	-0.050	-0.858
69531	4145628	-3827	-0.488	-0.033	-0.901
69548	4145628	-3827	-0.469	-0.039	-0.867
69563	4145708	-3827	-0.437	-0.055	-0.853
69589	4145708	-3827	-0.407	-0.056	-0.879
69611	4145526	-3827	-0.405	-0.062	-0.858
69633	4145526	-3827	-0.427	-0.043	-0.967
69651	4145627	-3827	-0.373	-0.042	-0.857
69675	4145627	-3827	-0.391	-0.008	-0.775
69696	4145613	-3825	-0.442	-0.017	-0.863
69718	4145613	-3825	-0.441	-0.011	-0.860
69734	4145512	-3827	-0.392	-0.037	-0.835
69756	4145512	-3827	-0.408	0.029	-1.050
69772	4145584	-3826	-0.372	0.041	-0.915
69784	4145584	-3826	-0.280	0.044	-1.061
69796	4145584	-3826	-0.434	0.031	-0.807
69812	4145804	-3826	-0.504	-0.041	-0.936
69842	4145804	-3827	-0.606	-0.120	-1.067
69864	4145502	-3827	-0.463	-0.031	-0.772
69883	4145502	-3828	-0.511	-0.026	-0.832
69903	4145365	-3828	-0.486	-0.062	-0.935
69913	4145365	-3828	-0.528	-0.041	-0.841
69943	4145467	-3826	-0.497	-0.053	-0.893
69963	4145467	-3826	-0.483	-0.062	-0.840
69983	4145320	-3827	-0.475	-0.087	-0.820
70005	4145320	-3827	-0.466	-0.080	-0.871
70023	4145436	-3829	-0.427	-0.085	-0.741
70035	4145436	-3829	-0.395	-0.040	-0.896
70064	4145357	-3828	-0.332	-0.013	-0.980
70078	4145357	-3828	-0.088	0.093	-0.729
70089	4145357	-3826	-0.151	0.042	-0.956
70104	4145547	-3826	-0.402	0.062	-0.843
70124	4145547	-3826	-0.401	0.012	-0.861
70146	4145482	-3827	-0.435	0.024	-0.788
70166	4145482	-3827	-0.507	0.057	-0.858
70187	4145693	-3824	-0.517	0.036	-0.855
70202	4145693	-3824	-0.539	0.025	-0.836
70214	4145576	-3826	-0.549	0.021	-0.848
70225	4145576	-3826	-0.558	0.017	-0.879
70244	4145576	-3826	-0.547	-0.012	-0.859
70268	4145418	-3825	-0.513	-0.042	-0.839
70296	4145589	-3826	-0.454	-0.084	-0.821
70319	4145589	-3826	-0.466	-0.080	-0.868
70341	4145488	-3825	-0.438	-0.091	-0.827
70358	4145488	-3825	-0.388	-0.106	-0.961
70372	4145488	-3825	-0.452	-0.095	-0.827
70383	4145524	-3825	-0.399	-0.107	-0.923
70391	4145524	-3825	-0.439	-0.056	-0.849
70434	4145131	-3826	-0.351	-0.058	-0.918
70459	4145551	-3826	-0.358	-0.004	-0.661
70480	4145551	-3826	-0.281	0.030	-0.911
70496	4145551	-3823	-0.515	0.056	-0.920
70510	4145563	-3823	-0.428	0.051	-0.936
70520	4145563	-3823	-0.476	0.040	-0.927
70570	4145447	-3822	-0.304	0.003	-0.763
70589	4145618	-3824	-0.558	-0.043	-0.665
70611	4145618	-3824	-0.524	-0.027	-0.866
70631	4145294	-3824	-0.583	-0.068	-0.749
70653	4145294	-3824	-0.544	-0.026	-0.871
70669	4145687	-3823	-0.553	-0.042	-0.896
70679	4145687	-3823	-0.533	-0.043	-0.890
70690	4145687	-3823	-0.487	-0.047	-0.870
70697	4145687	-3823	-0.481	-0.047	-0.840
70735	4145542	-3821	-0.365	-0.043	-0.786
70760	4145735	-3822	-0.359	-0.041	-0.883
70771	4145735	-3822	-0.329	-0.046	-0.838
70820	4145588	-3823	-0.400	-0.042	-0.882
70837	4145500	-3823	-0.446	-0.034	-0.877
70859	4145500	-3823	-0.483	-0.007	-0.855
70882	4145613	-3822	-0.577	-0.067	-0.729
70901	4145613	-3822	-0.502	-0.034	-0.867
70917	4145508	-3823	-0.538	0.031	-0.832
70937	4145508	-3823	-0.533	0.022	-0.851
70957	4145255	-3823	-0.513	0.025	-0.864
70975	4145255	-3823	-0.493	0.019	-0.853
70987	4145477	-3821	-0.477	0.007	-0.854
70996	4145477	-3821	-0.461	0.010	-0.839
71048	4145535	-3823	-0.413	-0.056	-0.859
71069	4145391	-3823	-0.408	-0.074	-0.854
71088	4145391	-3823	-0.423	-0.086	-0.872
71109	4145740	-3821	-0.438	-0.071	-0.807
71131	4145740	-3821	-0.502	-0.058	-1.022
71153	4145361	-3821	-0.461	-0.060	-0.930
71176	4145361	-3821	-0.437	-0.010	-0.874
71196	4145542	-3820	-0.364	-0.002	-0.896
71217	4145542	-3820	-0.462	0.000	-0.925
71238	4145364	-3822	-0.424	0.040	-0.865
71260	4145364	-3822	-0.437	0.033	-1.088
71274	4145389	-3821	-0.468	0.049	-1.048
71285	4145389	-3821	-0.320	0.007	-0.773
71296	4145389	-3821	-0.371	0.013	-0.833
71304	4145389	-3821	-0.391	0.008	-1.021
71349	4145439	-3819	-0.535	-0.010	-0.824
71369	4145454	-3819	-0.490	-0.003	-0.675
71396	4145445	-3820	-0.508	-0.031	-0.846
71409	4145445	-3820	-0.494	-0.044	-0.837
71435	4145553	-3820	-0.505	0.049	-1.029
71455	4145553	-3820	-0.459	-0.021	-1.022
71477	4145486	-3819	-0.470	-0.075	-0.906
71493	4145486	-3819	-0.428	-0.113	-0.702
71506	4145486	-3819	-0.394	-0.082	-0.880
71518	4145547	-3819	-0.408	-0.070	-0.861
71530	4145547	-3819	-0.369	-0.065	-0.866
71539	4145547	-3819	-0.352	-0.068	-0.873
71606	4145559	-3817	-0.524	0.048	-0.883
71620	4145559	-3817	-0.467	0.015	-0.876
71638	4145517	-3817	-0.519	0.031	-0.900
71666	4145517	-3817	-0.521	0.038	-0.852
71692	4145656	-3818	-0.530	0.018	-0.846
71703	4145656	-3818	-0.520	0.036	-0.844
71719	4145607	-3819	-0.529	0.004	-0.854
71740	4145607	-3819	-0.518	-0.027	-0.855
71758	4145578	-3818	-0.508	-0.048	-0.882
71778	4145578	-3818	-0.480	-0.060	-0.842
71795	4145578	-3816	-0.442	-0.063	-0.844
71812	4145564	-3816	-0.433	-0.065	-0.848
71824	4145564	-3816	-0.396	-0.063	-0.818
71835	4145564	-3816	-0.416	-0.071	-0.872
71848	4145570	-3819	-0.416	-0.071	-0.879
71920	4145813	-3818	-0.427	-0.019	-0.754
71935	4145813	-3818	-0.436	-0.030	-0.850
71940	4145813	-3818	-0.438	0.006	-0.771
72002	4145481	-3818	-0.485	-0.008	-0.875
72023	4145481	-3818	-0.461	0.008	-0.913
72043	4145495	-3816	-0.407	0.048	-1.005
72064	4145495	-3816	-0.429	0.033	-1.022
72085	4145560	-3816	-0.458	-0.054	-0.952
72105	4145560	-3816	-0.464	-0.028	-1.003
72127	4145444	-3817	-0.481	-0.066	-0.711
72145	4145444	-3817	-0.540	-0.012	-0.662
72167	4145645	-3816	-0.494	-0.034	-0.917
72181	4145645	-3816	-0.535	-0.038	-0.910
72186	4145645	-3816	-0.474	-0.032	-0.707
72240	4145607	-3816	-0.468	-0.033	-0.898
72261	4145567	-3816	-0.469	-0.044	-0.863
72279	4145567	-3816	-0.437	-0.052	-0.879
72300	4145352	-3816	-0.408	-0.042	-0.868
72319	4145352	-3816	-0.331	-0.007	-0.883
72338	4145412	-3815	-0.384	-0.021	-0.904
72356	4145412	-3815	-0.372	-0.033	-0.889
72377	4145279	-3815	-0.369	-0.026	-0.875
72398	4145279	-3815	-0.396	-0.003	-0.861
72419	4145488	-3815	-0.446	0.005	-0.862
72435	4145488	-3815	-0.472	-0.001	-0.868
72456	4145542	-3817	-0.539	-0.039	-0.824
72474	4145542	-3817	-0.517	0.027	-0.867
72485	4145542	-3817	-0.519	-0.014	-0.857
72496	4145713	-3814	-0.539	0.010	-0.844
72519	4145713	-3814	-0.534	0.000	-0.869
72541	4145478	-3815	-0.512	-0.013	-0.847
72565	4145478	-3814	-0.475	-0.041	-0.838
72585	4145476	-3814	-0.462	-0.037	-0.858
72596	4145476	-3814	-0.436	-0.046	-0.873
72616	4145504	-3814	-0.438	-0.054	-0.896
72628	4145504	-3814	-0.402	-0.071	-0.856
72648	4145504	-3814	-0.398	-0.073	-0.847
72667	4145530	-3814	-0.407	-0.063	-0.872
72688	4145530	-3815	-0.422	-0.057	-0.876
72708	4145517	-3815	-0.434	-0.039	-0.860
72731	4145517	-3814	-0.447	-0.023	-0.859
72753	4145331	-3814	-0.459	0.007	-0.876
72772	4145331	-3817	-0.469	0.016	-0.867
72785	4145526	-3817	-0.473	0.019	-0.866
72796	4145526	-3817	-0.469	0.029	-0.854
72807	4145526	-3817	-0.470	-0.030	-0.859
72907	4145753	-3812	-0.455	-0.047	-0.866
72926	4145753	-3812	-0.449	-0.058	-0.865
72948	4145646	-3811	-0.445	-0.066	-0.850
72968	4145646	-3811	-0.459	-0.066	-0.860
72988	4145527	-3811	-0.468	-0.054	-0.877
73007	4145527	-3811	-0.534	-0.169	-0.917
73027	4145484	-3812	-0.480	-0.002	-0.950
73047	4145484	-3812	-0.443	-0.032	-0.779
73067	4145346	-3812	-0.468	0.053	-0.889
73080	4145346	-3812	-0.478	-0.021	-0.900
73087	4145346	-3812	-0.468	-0.027	-0.837
73140	4145427	-3813	-0.411	-0.038	-0.864
73154	4145427	-3813	-0.431	-0.049	-0.888
73164	4145427	-3813	-0.440	-0.065	-0.812
73177	4145427	-3812	-0.438	-0.029	-0.824
73185	4145399	-3812	-0.448	-0.071	-0.934
73216	4145399	-3812	-0.439	-0.062	-0.805
73227	4145369	-3812	-0.429	-0.055	-0.820
73255	4145369	-3812	-0.536	0.016	-0.898
73275	4145548	-3813	-0.459	0.062	-0.813
73299	4145548	-3812	-0.426	0.001	-0.847
73323	4145387	-3812	-0.425	0.033	-0.846
73343	4145494	-3812	-0.416	0.046	-0.832
73365	4145494	-3812	-0.405	0.021	-0.699
73380	4145494	-3811	-0.437	-0.027	-0.935
73391	4145440	-3811	-0.448	-0.012	-0.877
73404	4145440	-3811	-0.459	-0.049	-0.852
73437	4145485	-3812	-0.485	-0.069	-0.869
73461	4145485	-3810	-0.492	-0.116	-0.864
73479	4145523	-3810	-0.479	-0.075	-0.831
73501	4145523	-3812	-0.469	-0.077	-0.836
73519	4145565	-3812	-0.473	-0.037	-0.885
73544	4145309	-3813	-0.462	-0.026	-0.856
73565	4145338	-3813	-0.392	0.038	-0.885
73584	4145338	-3808	-0.440	0.020	-0.871
73601	4145624	-3808	-0.437	0.002	-0.864
73622	4145624	-3808	-0.416	-0.003	-0.861
73639	4145596	-3811	-0.426	-0.004	-0.873
73662	4145596	-3811	-0.406	0.007	-0.830
73678	4145665	-3810	-0.441	-0.024	-0.841
73688	4145665	-3810	-0.425	-0.032	-0.858
73701	4145665	-3810	-0.465	-0.068	-0.883
73726	4145622	-3810	-0.494	-0.056	-0.871
73743	4145622	-3810	-0.494	-0.034	-0.846
73762	4145432	-3811	-0.514	-0.037	-0.877
73783	4145432	-3811	-0.514	-0.038	-0.862
73799	4145331	-3809	-0.493	-0.041	-0.858
73820	4145331	-3809	-0.464	-0.004	-0.857
73838	4145263	-3811	-0.453	0.014	-0.867
73859	4145263	-3811	-0.429	0.007	-0.881
73872	4145474	-3810	-0.418	0.002	-0.868
73890	4145474	-3810	-0.386	0.019	-0.853
73906	4145474	-3810	-0.386	-0.004	-0.854
73916	4145685	-3810	-0.404	-0.023	-0.814
73963	4145549	-3809	-0.413	0.001	-0.869
73976	4145549	-3809	-0.404	0.016	-0.818
73987	4145549	-3809	-0.384	0.020	-0.808
73998	4145650	-3808	-0.450	-0.007	-0.843
74005	4145650	-3808	-0.435	-0.018	-0.898
74029	4145650	-3811	-0.516	-0.019	-0.940
74052	4145544	-3811	-0.443	-0.027	-0.630
74075	4145571	-3809	-0.464	-0.042	-0.850
74092	4145571	-3809	-0.433	-0.056	-0.805
74113	4145571	-3808	-0.449	-0.055	-0.789
74134	4145350	-3808	-0.477	-0.033	-0.901
74150	4145350	-3808	-0.523	-0.036	-0.858
74165	4145447	-3807	-0.477	-0.012	-0.951
74181	4145447	-3807	-0.491	-0.021	-0.802
74190	4145447	-3807	-0.458	-0.031	-0.816
74202	4145507	-3808	-0.447	-0.026	-0.868
74210	4145507	-3808	-0.440	0.002	-0.871
74242	4145470	-3809	-0.449	0.045	-0.836
74262	4145470	-3809	-0.460	0.021	-0.831
74273	4145470	-3808	-0.458	0.021	-0.861
74284	4145402	-3808	-0.457	0.014	-0.880
74293	4145402	-3808	-0.453	-0.002	-0.861
74334	4145488	-3808	-0.405	-0.011	-1.023
74357	4145484	-3807	-0.357	-0.028	-0.911
74362	4145484	-3807	-0.396	-0.039	-0.834
74379	4145484	-3807	-0.396	-0.045	-0.884
74399	4145326	-3807	-0.421	-0.030	-0.876
74422	4145326	-3807	-0.451	-0.027	-0.852
74443	4145476	-3807	-0.483	-0.050	-0.855
74463	4145476	-3807	-0.519	-0.068	-0.869
74479	4145484	-3805	-0.521	-0.053	-0.860
74492	4145484	-3805	-0.516	-0.056	-0.854
74503	4145484	-3805	-0.519	-0.059	-0.872
74513	4145484	-3805	-0.515	-0.048	-0.869
74563	4145556	-3806	-0.468	-0.004	-0.876
74573	4145556	-3806	-0.460	0.000	-0.905
74652	4145440	-3805	-0.404	0.016	-0.809
74673	4145440	-3805	-0.410	-0.016	-0.862
74694	4145554	-3805	-0.408	-0.037	-0.951
74714	4145554	-3805	-0.430	-0.026	-0.772
74735	4145474	-3805	-0.311	-0.025	-0.879
74755	4145474	-3805	-0.366	-0.042	-0.948
74777	4145646	-3807	-0.397	-0.026	-0.899
74796	4145646	-3807	-0.485	-0.047	-0.844
74817	4145540	-3806	-0.514	-0.032	-0.919
74838	4145540	-3806	-0.517	0.002	-1.066
74860	4145558	-3806	-0.474	-0.025	-0.837
74876	4145558	-3806	-0.506	-0.019	-0.882
74886	4145690	-3804	-0.491	-0.013	-0.862
74896	4145690	-3804	-0.483	-0.002	-0.850
74914	4145690	-3804	-0.488	-0.007	-0.841
74923	4145690	-3804	-0.471	-0.021	-0.869
74949	4145590	-3805	-0.528	-0.055	-0.983
74969	4145334	-3805	-0.487	-0.034	-0.863
74987	4145334	-3805	-0.444	-0.021	-0.868
75003	4145334	-3805	-0.418	-0.021	-0.764
75020	4145400	-3807	-0.407	-0.017	-0.825
75029	4145400	-3807	-0.423	-0.038	-0.870
75061	4145682	-3803	-0.386	-0.027	-0.879
75083	4145682	-3803	-0.396	-0.013	-0.866
75103	4145576	-3803	-0.419	-0.026	-0.863
75124	4145576	-3803	-0.443	-0.005	-0.862
75142	4145548	-3803	-0.492	0.018	-0.939
75154	4145548	-3803	-0.502	-0.002	-0.882
75170	4145741	-3802	-0.491	-0.005	-0.866
75180	4145741	-3802	-0.483	0.000	-0.865
75189	4145741	-3802	-0.487	-0.005	-0.866
75233	4145480	-3802	-0.492	-0.037	-0.843
75254	4145508	-3801	-0.487	-0.031	-0.868
75265	4145508	-3801	-0.485	-0.034	-0.847
75288	4145508	-3803	-0.466	-0.051	-0.869
75308	4145410	-3803	-0.452	-0.033	-0.865
75329	4145410	-3802	-0.440	-0.040	-0.769
75349	4145391	-3802	-0.452	-0.006	-0.970
75369	4145391	-3802	-0.434	-0.014	-0.820
75388	4145490	-3802	-0.447	-0.015	-0.908
75408	4145490	-3802	-0.387	-0.002	-0.851
75426	4145573	-3802	-0.397	0.012	-0.853
75445	4145573	-3802	-0.420	-0.038	-0.961
75466	4145669	-3805	-0.427	-0.037	-0.664
75477	4145669	-3805	-0.344	-0.078	-0.947
75553	4145593	-3801	-0.497	-0.058	-0.896
75572	4145593	-3802	-0.533	-0.018	-0.879
75592	4145373	-3802	-0.519	-0.005	-0.859
75613	4145373	-3801	-0.531	-0.024	-0.717
75634	4145487	-3801	-0.471	-0.005	-0.856
75654	4145487	-3802	-0.500	0.012	-0.870
75678	4145709	-3802	-0.517	0.042	-0.865
75702	4145477	-3800	-0.439	-0.008	-0.859
75723	4145477	-3800	-0.400	-0.030	-0.866
75744	4145549	-3800	-0.385	-0.047	-0.892
75763	4145549	-3800	-0.374	-0.065	-0.869
75780	4145663	-3801	-0.330	-0.046	-0.935
75791	4145663	-3801	-0.378	-0.063	-0.926
75801	4145663	-3801	-0.394	-0.060	-0.828
75807	4145663	-3801	-0.375	0.010	-0.854
75877	4145683	-3800	-0.531	0.017	-0.868
75895	4145683	-3800	-0.529	0.018	-0.856
75924	4145532	-3799	-0.517	0.018	-0.840
75947	4145457	-3798	-0.503	0.004	-0.869
75968	4145457	-3798	-0.456	-0.040	-0.872
75989	4145608	-3801	-0.450	-0.043	-0.860
76008	4145608	-3801	-0.424	-0.049	-0.865
76028	4145474	-3799	-0.396	-0.058	-0.871
76049	4145474	-3799	-0.395	-0.042	-0.870
76068	4145300	-3799	-0.396	-0.056	-0.868
76081	4145300	-3799	-0.400	-0.049	-0.869
76092	4145300	-3799	-0.403	-0.030	-0.865
76104	4145277	-3801	-0.417	-0.040	-0.850
76125	4145277	-3801	-0.471	-0.007	-0.886
76148	4145430	-3799	-0.462	-0.003	-0.826
76164	4145430	-3799	-0.445	0.002	-0.812
76186	4145275	-3800	-0.476	0.010	-0.864
76209	4145275	-3800	-0.495	-0.004	-0.911
76230	4145599	-3797	-0.458	0.006	-0.878
76250	4145599	-3797	-0.415	0.006	-0.761
76266	4145599	-3798	-0.464	-0.001	-0.902
76288	4145488	-3798	-0.424	-0.021	-0.921
76304	4145488	-3800	-0.522	-0.008	-0.831
76324	4145389	-3800	-0.443	-0.039	-0.869
76345	4145389	-3797	-0.463	-0.027	-0.877
76365	4145526	-3797	-0.476	-0.022	-0.879
76379	4145526	-3797	-0.519	-0.038	-0.895
76390	4145354	-3798	-0.518	-0.041	-0.903
76464	4145559	-3797	-0.475	-0.016	-0.864
76485	4145636	-3798	-0.419	-0.032	-0.864
76507	4145636	-3797	-0.439	-0.036	-0.869
76528	4145619	-3797	-0.405	-0.030	-0.863
76549	4145619	-3797	-0.380	-0.049	-0.857
76571	4145527	-3797	-0.375	-0.038	-0.877
76589	4145527	-3796	-0.403	-0.027	-0.893
76613	4145515	-3796	-0.408	0.005	-0.881
76633	4145461	-3797	-0.434	-0.004	-0.870
76654	4145461	-3797	-0.469	0.010	-0.865
76668	4145461	-3797	-0.483	0.005	-0.868
76701	4145564	-3796	-0.517	0.010	-0.862
76722	4145560	-3797	-0.511	0.003	-0.734
76742	4145560	-3797	-0.511	-0.017	-0.859
76763	4145697	-3796	-0.512	-0.029	-0.875
76784	4145697	-3796	-0.483	-0.048	-0.843
76805	4145556	-3796	-0.471	-0.050	-0.853
76820	4145556	-3796	-0.443	-0.054	-0.857
76832	4145556	-3796	-0.438	-0.064	-0.875
76844	4145533	-3796	-0.437	-0.056	-0.884
76856	4145533	-3796	-0.419	-0.062	-0.874
76864	4145533	-3796	-0.419	-0.039	-0.921
76913	4145682	-3794	-0.417	-0.037	-0.895
76934	4145661	-3794	-0.338	0.021	-0.777
76954	4145661	-3796	-0.457	0.015	-0.862
76972	4145622	-3796	-0.462	-0.005	-0.901
76984	4145622	-3796	-0.466	-0.013	-0.884
76995	4145622	-3796	-0.468	-0.047	-0.737
77003	4145529	-3796	-0.392	-0.032	-1.024
77030	4145529	-3796	-0.323	-0.005	-0.906
77050	4145474	-3796	-0.473	-0.004	-0.833
77062	4145474	-3796	-0.478	-0.008	-0.874
77073	4145474	-3796	-0.476	-0.002	-0.753
77079	4145592	-3797	-0.490	-0.062	-0.993
77172	4145604	-3795	-0.450	-0.012	-0.841
77188	4145604	-3795	-0.502	-0.051	-0.875
77202	4145634	-3797	-0.482	-0.061	-0.903
77227	4145634	-3797	-0.489	-0.071	-0.840
77248	4145455	-3794	-0.481	-0.055	-0.892
77267	4145455	-3794	-0.415	-0.089	-0.904
77281	4145455	-3795	-0.417	-0.056	-0.870
77292	4145526	-3795	-0.401	-0.062	-0.875
77308	4145526	-3795	-0.394	-0.046	-0.881
77324	4145734	-3794	-0.391	-0.030	-0.894
77333	4145734	-3794	-0.399	0.007	-0.855
77374	4145537	-3794	-0.425	0.023	-0.872
77395	4145537	-3794	-0.463	0.035	-0.858
77414	4145452	-3795	-0.484	0.029	-0.869
77434	4145452	-3795	-0.508	0.030	-0.866
77454	4145508	-3793	-0.493	0.034	-0.851
77471	4145508	-3793	-0.505	0.033	-0.812
77492	4145370	-3793	-0.514	-0.045	-0.879
77510	4145370	-3793	-0.559	-0.109	-0.910
77530	4145465	-3793	-0.514	-0.078	-0.839
77552	4145465	-3793	-0.465	-0.050	-0.683
77565	4145465	-3793	-0.446	-0.049	-0.897
77606	4145628	-3793	-0.387	-0.003	-0.840
77627	4145614	-3793	-0.367	-0.020	-0.834
77646	4145614	-3793	-0.369	0.025	-0.932
77667	4145470	-3793	-0.366	0.015	-0.831
77683	4145470	-3792	-0.280	-0.013	-0.933
77701	4145458	-3792	-0.326	-0.024	-0.947
77711	4145458	-3792	-0.333	-0.011	-0.854
77728	4145458	-3792	-0.521	0.040	-0.988
77747	4145797	-3792	-0.437	0.002	-0.817
77762	4145797	-3792	-0.409	-0.066	-0.737
77775	4145486	-3793	-0.481	-0.042	-0.971
